"","name","y_rmse","mean1","mean2","var1","var2"
"1706","rmse",0.782851027596415,5.38923076923077,-2.05923076923077,1,1
"1707","unif",1.81329695513222,5.38923076923077,-2.05923076923077,1,1
"1708","var",1.82526206549217,5.38923076923077,-2.05923076923077,1,1
"1709","y1",5.48656735361003,5.38923076923077,-2.05923076923077,1,1
"1710","y2",2.29226827809352,5.38923076923077,-2.05923076923077,1,1
"1711","rmse",0.783444335035256,5.64538461538462,-2.05923076923077,1,1
"1712","unif",1.93141347376458,5.64538461538462,-2.05923076923077,1,1
"1713","var",1.92140803667509,5.64538461538462,-2.05923076923077,1,1
"1714","y1",5.73695062053796,5.64538461538462,-2.05923076923077,1,1
"1715","y2",2.28601728404196,5.64538461538462,-2.05923076923077,1,1
"1716","rmse",0.775586183123281,5.90153846153846,-2.05923076923077,1,1
"1717","unif",2.03297626402822,5.90153846153846,-2.05923076923077,1,1
"1718","var",2.02335857463197,5.90153846153846,-2.05923076923077,1,1
"1719","y1",5.98284969612289,5.90153846153846,-2.05923076923077,1,1
"1720","y2",2.30383631638175,5.90153846153846,-2.05923076923077,1,1
"1721","rmse",0.789024743694631,6.15769230769231,-2.05923076923077,1,1
"1722","unif",2.15626375615473,6.15769230769231,-2.05923076923077,1,1
"1723","var",2.16050105896101,6.15769230769231,-2.05923076923077,1,1
"1724","y1",6.23185335665026,6.15769230769231,-2.05923076923077,1,1
"1725","y2",2.30274253072235,6.15769230769231,-2.05923076923077,1,1
"1726","rmse",0.805118203071602,6.41384615384615,-2.05923076923077,1,1
"1727","unif",2.30517215195145,6.41384615384615,-2.05923076923077,1,1
"1728","var",2.31159485851386,6.41384615384615,-2.05923076923077,1,1
"1729","y1",6.51089563976481,6.41384615384615,-2.05923076923077,1,1
"1730","y2",2.28214883693734,6.41384615384615,-2.05923076923077,1,1
"1731","rmse",0.810568133913647,6.67,-2.05923076923077,1,1
"1732","unif",2.41035635513976,6.67,-2.05923076923077,1,1
"1733","var",2.40992822217726,6.67,-2.05923076923077,1,1
"1734","y1",6.74752008669967,6.67,-2.05923076923077,1,1
"1735","y2",2.30069184781023,6.67,-2.05923076923077,1,1
"1736","rmse",0.807053013058139,6.92615384615385,-2.05923076923077,1,1
"1737","unif",2.52933523690712,6.92615384615385,-2.05923076923077,1,1
"1738","var",2.52854643985463,6.92615384615385,-2.05923076923077,1,1
"1739","y1",6.99080715816907,6.92615384615385,-2.05923076923077,1,1
"1740","y2",2.29116304246464,6.92615384615385,-2.05923076923077,1,1
"1741","rmse",0.822960552061904,7.18230769230769,-2.05923076923077,1,1
"1742","unif",2.66001562885571,7.18230769230769,-2.05923076923077,1,1
"1743","var",2.67294966902899,7.18230769230769,-2.05923076923077,1,1
"1744","y1",7.25226997624656,7.18230769230769,-2.05923076923077,1,1
"1745","y2",2.29321668361156,7.18230769230769,-2.05923076923077,1,1
"1746","rmse",0.822836685975185,7.43846153846154,-2.05923076923077,1,1
"1747","unif",2.7745438069752,7.43846153846154,-2.05923076923077,1,1
"1748","var",2.77237059004181,7.43846153846154,-2.05923076923077,1,1
"1749","y1",7.50413361825543,7.43846153846154,-2.05923076923077,1,1
"1750","y2",2.30543822799395,7.43846153846154,-2.05923076923077,1,1
"1751","rmse",0.828873247436687,7.69461538461539,-2.05923076923077,1,1
"1752","unif",2.91095904351425,7.69461538461539,-2.05923076923077,1,1
"1753","var",2.92200135928354,7.69461538461539,-2.05923076923077,1,1
"1754","y1",7.76517330007184,7.69461538461539,-2.05923076923077,1,1
"1755","y2",2.28908427069121,7.69461538461539,-2.05923076923077,1,1
"1756","rmse",0.814658431086259,7.95076923076923,-2.05923076923077,1,1
"1757","unif",3.03127576043297,7.95076923076923,-2.05923076923077,1,1
"1758","var",3.03251702273081,7.95076923076923,-2.05923076923077,1,1
"1759","y1",8.01633015324041,7.95076923076923,-2.05923076923077,1,1
"1760","y2",2.28003737203994,7.95076923076923,-2.05923076923077,1,1
"1761","rmse",0.827403436611756,8.20692307692308,-2.05923076923077,1,1
"1762","unif",3.15230698099101,8.20692307692308,-2.05923076923077,1,1
"1763","var",3.1461394820101,8.20692307692308,-2.05923076923077,1,1
"1764","y1",8.25939618210362,8.20692307692308,-2.05923076923077,1,1
"1765","y2",2.28333183361452,8.20692307692308,-2.05923076923077,1,1
"1766","rmse",0.840253707601719,8.46307692307692,-2.05923076923077,1,1
"1767","unif",3.26862903689681,8.46307692307692,-2.05923076923077,1,1
"1768","var",3.29013867445227,8.46307692307692,-2.05923076923077,1,1
"1769","y1",8.5199019303783,8.46307692307692,-2.05923076923077,1,1
"1770","y2",2.3125728327934,8.46307692307692,-2.05923076923077,1,1
"1771","rmse",0.841831369850899,8.71923076923077,-2.05923076923077,1,1
"1772","unif",3.40032180916972,8.71923076923077,-2.05923076923077,1,1
"1773","var",3.39359426651863,8.71923076923077,-2.05923076923077,1,1
"1774","y1",8.77247709881923,8.71923076923077,-2.05923076923077,1,1
"1775","y2",2.2964656990542,8.71923076923077,-2.05923076923077,1,1
"1776","rmse",0.840365364848164,8.97538461538462,-2.05923076923077,1,1
"1777","unif",3.52674555633573,8.97538461538462,-2.05923076923077,1,1
"1778","var",3.51641818631425,8.97538461538462,-2.05923076923077,1,1
"1779","y1",9.01410193458529,8.97538461538462,-2.05923076923077,1,1
"1780","y2",2.2785976308986,8.97538461538462,-2.05923076923077,1,1
"1781","rmse",0.846461849483687,9.23153846153846,-2.05923076923077,1,1
"1782","unif",3.65452279341657,9.23153846153846,-2.05923076923077,1,1
"1783","var",3.65130087083569,9.23153846153846,-2.05923076923077,1,1
"1784","y1",9.27623841866118,9.23153846153846,-2.05923076923077,1,1
"1785","y2",2.28325218452971,9.23153846153846,-2.05923076923077,1,1
"1786","rmse",0.840292188734149,9.48769230769231,-2.05923076923077,1,1
"1787","unif",3.78082559561762,9.48769230769231,-2.05923076923077,1,1
"1788","var",3.79946193923193,9.48769230769231,-2.05923076923077,1,1
"1789","y1",9.55498906968231,9.48769230769231,-2.05923076923077,1,1
"1790","y2",2.29820469933965,9.48769230769231,-2.05923076923077,1,1
"1791","rmse",0.833472976341137,9.74384615384615,-2.05923076923077,1,1
"1792","unif",3.91119660770995,9.74384615384615,-2.05923076923077,1,1
"1793","var",3.90596901175967,9.74384615384615,-2.05923076923077,1,1
"1794","y1",9.80273943186581,9.74384615384615,-2.05923076923077,1,1
"1795","y2",2.27628179808208,9.74384615384615,-2.05923076923077,1,1
"1796","rmse",0.850115805532902,10,-2.05923076923077,1,1
"1797","unif",4.04085480228804,10,-2.05923076923077,1,1
"1798","var",4.02713419836593,10,-2.05923076923077,1,1
"1799","y1",10.0698150043266,10,-2.05923076923077,1,1
"1800","y2",2.28994961285811,10,-2.05923076923077,1,1
"1801","rmse",1.01207348542289,0.01,-2.31538461538462,1,1
"1802","unif",1.35039632736769,0.01,-2.31538461538462,1,1
"1803","var",1.35037646757649,0.01,-2.31538461538462,1,1
"1804","y1",1.00064399050404,0.01,-2.31538461538462,1,1
"1805","y2",2.50738763895559,0.01,-2.31538461538462,1,1
"1806","rmse",0.902396772502279,0.266153846153846,-2.31538461538462,1,1
"1807","unif",1.23639622160503,0.266153846153846,-2.31538461538462,1,1
"1808","var",1.23237733769802,0.266153846153846,-2.31538461538462,1,1
"1809","y1",1.03949898572146,0.266153846153846,-2.31538461538462,1,1
"1810","y2",2.51560838976752,0.266153846153846,-2.31538461538462,1,1
"1811","rmse",0.850081638764816,0.522307692307692,-2.31538461538462,1,1
"1812","unif",1.15326136228757,0.522307692307692,-2.31538461538462,1,1
"1813","var",1.15429674314485,0.522307692307692,-2.31538461538462,1,1
"1814","y1",1.13341718193368,0.522307692307692,-2.31538461538462,1,1
"1815","y2",2.5262182627815,0.522307692307692,-2.31538461538462,1,1
"1816","rmse",0.79004922943661,0.778461538461539,-2.31538461538462,1,1
"1817","unif",1.04163360430451,0.778461538461539,-2.31538461538462,1,1
"1818","var",1.04219331973119,0.778461538461539,-2.31538461538462,1,1
"1819","y1",1.26910531338969,0.778461538461539,-2.31538461538462,1,1
"1820","y2",2.51061422738252,0.778461538461539,-2.31538461538462,1,1
"1821","rmse",0.753986916420256,1.03461538461538,-2.31538461538462,1,1
"1822","unif",0.953230249777764,1.03461538461538,-2.31538461538462,1,1
"1823","var",0.943781342714965,1.03461538461538,-2.31538461538462,1,1
"1824","y1",1.44246663830206,1.03461538461538,-2.31538461538462,1,1
"1825","y2",2.52739027979385,1.03461538461538,-2.31538461538462,1,1
"1826","rmse",0.736136348504027,1.29076923076923,-2.31538461538462,1,1
"1827","unif",0.872429374233583,1.29076923076923,-2.31538461538462,1,1
"1828","var",0.871718635179045,1.29076923076923,-2.31538461538462,1,1
"1829","y1",1.63849212171354,1.29076923076923,-2.31538461538462,1,1
"1830","y2",2.5189281531143,1.29076923076923,-2.31538461538462,1,1
"1831","rmse",0.721905334360435,1.54692307692308,-2.31538461538462,1,1
"1832","unif",0.809425541409697,1.54692307692308,-2.31538461538462,1,1
"1833","var",0.808513218136956,1.54692307692308,-2.31538461538462,1,1
"1834","y1",1.84100858446198,1.54692307692308,-2.31538461538462,1,1
"1835","y2",2.53544917326018,1.54692307692308,-2.31538461538462,1,1
"1836","rmse",0.706610443810277,1.80307692307692,-2.31538461538462,1,1
"1837","unif",0.747755336332209,1.80307692307692,-2.31538461538462,1,1
"1838","var",0.74678305945127,1.80307692307692,-2.31538461538462,1,1
"1839","y1",2.05477300449351,1.80307692307692,-2.31538461538462,1,1
"1840","y2",2.52202415769767,1.80307692307692,-2.31538461538462,1,1
"1841","rmse",0.701427122203958,2.05923076923077,-2.31538461538462,1,1
"1842","unif",0.710102173874568,2.05923076923077,-2.31538461538462,1,1
"1843","var",0.71004235421616,2.05923076923077,-2.31538461538462,1,1
"1844","y1",2.29773767619118,2.05923076923077,-2.31538461538462,1,1
"1845","y2",2.51017735506928,2.05923076923077,-2.31538461538462,1,1
"1846","rmse",0.716246109707263,2.31538461538462,-2.31538461538462,1,1
"1847","unif",0.716299489175288,2.31538461538462,-2.31538461538462,1,1
"1848","var",0.716295370887808,2.31538461538462,-2.31538461538462,1,1
"1849","y1",2.51347771071596,2.31538461538462,-2.31538461538462,1,1
"1850","y2",2.53030158815981,2.31538461538462,-2.31538461538462,1,1
"1851","rmse",0.696681496764776,2.57153846153846,-2.31538461538462,1,1
"1852","unif",0.706540738693881,2.57153846153846,-2.31538461538462,1,1
"1853","var",0.7055672233039,2.57153846153846,-2.31538461538462,1,1
"1854","y1",2.75307673753606,2.57153846153846,-2.31538461538462,1,1
"1855","y2",2.52563879362353,2.57153846153846,-2.31538461538462,1,1
"1856","rmse",0.708572300431098,2.82769230769231,-2.31538461538462,1,1
"1857","unif",0.749009477987055,2.82769230769231,-2.31538461538462,1,1
"1858","var",0.745857249628308,2.82769230769231,-2.31538461538462,1,1
"1859","y1",3.00063343565685,2.82769230769231,-2.31538461538462,1,1
"1860","y2",2.530379230779,2.82769230769231,-2.31538461538462,1,1
"1861","rmse",0.708070529769932,3.08384615384615,-2.31538461538462,1,1
"1862","unif",0.797774440647842,3.08384615384615,-2.31538461538462,1,1
"1863","var",0.7962484845727,3.08384615384615,-2.31538461538462,1,1
"1864","y1",3.22466820042035,3.08384615384615,-2.31538461538462,1,1
"1865","y2",2.51135218837123,3.08384615384615,-2.31538461538462,1,1
"1866","rmse",0.709567152109396,3.34,-2.31538461538462,1,1
"1867","unif",0.86262091769753,3.34,-2.31538461538462,1,1
"1868","var",0.862318740080987,3.34,-2.31538461538462,1,1
"1869","y1",3.47203984726853,3.34,-2.31538461538462,1,1
"1870","y2",2.51804547514478,3.34,-2.31538461538462,1,1
"1871","rmse",0.717996075453883,3.59615384615385,-2.31538461538462,1,1
"1872","unif",0.955549614718972,3.59615384615385,-2.31538461538462,1,1
"1873","var",0.954717448513563,3.59615384615385,-2.31538461538462,1,1
"1874","y1",3.73937618552522,3.59615384615385,-2.31538461538462,1,1
"1875","y2",2.51158127171139,3.59615384615385,-2.31538461538462,1,1
"1876","rmse",0.725048435363235,3.85230769230769,-2.31538461538462,1,1
"1877","unif",1.04284598071453,3.85230769230769,-2.31538461538462,1,1
"1878","var",1.0411396286121,3.85230769230769,-2.31538461538462,1,1
"1879","y1",3.98818264864011,3.85230769230769,-2.31538461538462,1,1
"1880","y2",2.52670932042637,3.85230769230769,-2.31538461538462,1,1
"1881","rmse",0.737373838865605,4.10846153846154,-2.31538461538462,1,1
"1882","unif",1.14431343391723,4.10846153846154,-2.31538461538462,1,1
"1883","var",1.15327446334788,4.10846153846154,-2.31538461538462,1,1
"1884","y1",4.2208833567976,4.10846153846154,-2.31538461538462,1,1
"1885","y2",2.51394599876585,4.10846153846154,-2.31538461538462,1,1
"1886","rmse",0.736095586909612,4.36461538461538,-2.31538461538462,1,1
"1887","unif",1.24398819755808,4.36461538461538,-2.31538461538462,1,1
"1888","var",1.2367047710193,4.36461538461538,-2.31538461538462,1,1
"1889","y1",4.47914780568812,4.36461538461538,-2.31538461538462,1,1
"1890","y2",2.51995936884002,4.36461538461538,-2.31538461538462,1,1
"1891","rmse",0.743223598864734,4.62076923076923,-2.31538461538462,1,1
"1892","unif",1.3513395488205,4.62076923076923,-2.31538461538462,1,1
"1893","var",1.35602350038105,4.62076923076923,-2.31538461538462,1,1
"1894","y1",4.7447808580792,4.62076923076923,-2.31538461538462,1,1
"1895","y2",2.53764192714893,4.62076923076923,-2.31538461538462,1,1
"1896","rmse",0.750652974521895,4.87692307692308,-2.31538461538462,1,1
"1897","unif",1.4526693658527,4.87692307692308,-2.31538461538462,1,1
"1898","var",1.45510606491536,4.87692307692308,-2.31538461538462,1,1
"1899","y1",4.95830857021692,4.87692307692308,-2.31538461538462,1,1
"1900","y2",2.52507804275292,4.87692307692308,-2.31538461538462,1,1
"1901","rmse",0.759084463344484,5.13307692307692,-2.31538461538462,1,1
"1902","unif",1.57953507979903,5.13307692307692,-2.31538461538462,1,1
"1903","var",1.56262979861214,5.13307692307692,-2.31538461538462,1,1
"1904","y1",5.22677969841628,5.13307692307692,-2.31538461538462,1,1
"1905","y2",2.51520792121744,5.13307692307692,-2.31538461538462,1,1
"1906","rmse",0.77363426705294,5.38923076923077,-2.31538461538462,1,1
"1907","unif",1.69967671399741,5.38923076923077,-2.31538461538462,1,1
"1908","var",1.68762951170103,5.38923076923077,-2.31538461538462,1,1
"1909","y1",5.48105061354755,5.38923076923077,-2.31538461538462,1,1
"1910","y2",2.51781789227577,5.38923076923077,-2.31538461538462,1,1
"1911","rmse",0.770759020201818,5.64538461538462,-2.31538461538462,1,1
"1912","unif",1.80769201403553,5.64538461538462,-2.31538461538462,1,1
"1913","var",1.81809620996986,5.64538461538462,-2.31538461538462,1,1
"1914","y1",5.71313662620627,5.64538461538462,-2.31538461538462,1,1
"1915","y2",2.50859854667586,5.64538461538462,-2.31538461538462,1,1
"1916","rmse",0.770990587386799,5.90153846153846,-2.31538461538462,1,1
"1917","unif",1.93235605168844,5.90153846153846,-2.31538461538462,1,1
"1918","var",1.9539591428273,5.90153846153846,-2.31538461538462,1,1
"1919","y1",5.99115948399473,5.90153846153846,-2.31538461538462,1,1
"1920","y2",2.51528249456915,5.90153846153846,-2.31538461538462,1,1
"1921","rmse",0.776058846949364,6.15769230769231,-2.31538461538462,1,1
"1922","unif",2.04877278649128,6.15769230769231,-2.31538461538462,1,1
"1923","var",2.04090953258555,6.15769230769231,-2.31538461538462,1,1
"1924","y1",6.23321986303924,6.15769230769231,-2.31538461538462,1,1
"1925","y2",2.51191180529674,6.15769230769231,-2.31538461538462,1,1
"1926","rmse",0.782870510260194,6.41384615384615,-2.31538461538462,1,1
"1927","unif",2.17592668431437,6.41384615384615,-2.31538461538462,1,1
"1928","var",2.17799414475435,6.41384615384615,-2.31538461538462,1,1
"1929","y1",6.49086156568815,6.41384615384615,-2.31538461538462,1,1
"1930","y2",2.50486539593108,6.41384615384615,-2.31538461538462,1,1
"1931","rmse",0.787045295039031,6.67,-2.31538461538462,1,1
"1932","unif",2.28166461352592,6.67,-2.31538461538462,1,1
"1933","var",2.25886058699617,6.67,-2.31538461538462,1,1
"1934","y1",6.74566838935093,6.67,-2.31538461538462,1,1
"1935","y2",2.53786957067749,6.67,-2.31538461538462,1,1
"1936","rmse",0.790768879038884,6.92615384615385,-2.31538461538462,1,1
"1937","unif",2.42085463901234,6.92615384615385,-2.31538461538462,1,1
"1938","var",2.43424142855993,6.92615384615385,-2.31538461538462,1,1
"1939","y1",7.01405396961591,6.92615384615385,-2.31538461538462,1,1
"1940","y2",2.51688753836124,6.92615384615385,-2.31538461538462,1,1
"1941","rmse",0.795318357991735,7.18230769230769,-2.31538461538462,1,1
"1942","unif",2.52880548714294,7.18230769230769,-2.31538461538462,1,1
"1943","var",2.53731567536898,7.18230769230769,-2.31538461538462,1,1
"1944","y1",7.24540713997102,7.18230769230769,-2.31538461538462,1,1
"1945","y2",2.52533169617298,7.18230769230769,-2.31538461538462,1,1
"1946","rmse",0.801547879566732,7.43846153846154,-2.31538461538462,1,1
"1947","unif",2.66903782179415,7.43846153846154,-2.31538461538462,1,1
"1948","var",2.66238628044638,7.43846153846154,-2.31538461538462,1,1
"1949","y1",7.51665723331692,7.43846153846154,-2.31538461538462,1,1
"1950","y2",2.50954040084098,7.43846153846154,-2.31538461538462,1,1
"1951","rmse",0.805971047456679,7.69461538461539,-2.31538461538462,1,1
"1952","unif",2.77617634643732,7.69461538461539,-2.31538461538462,1,1
"1953","var",2.79063373649463,7.69461538461539,-2.31538461538462,1,1
"1954","y1",7.75311782972488,7.69461538461539,-2.31538461538462,1,1
"1955","y2",2.52588885367337,7.69461538461539,-2.31538461538462,1,1
"1956","rmse",0.803782985663117,7.95076923076923,-2.31538461538462,1,1
"1957","unif",2.90808137255011,7.95076923076923,-2.31538461538462,1,1
"1958","var",2.90836483477536,7.95076923076923,-2.31538461538462,1,1
"1959","y1",8.02737908685707,7.95076923076923,-2.31538461538462,1,1
"1960","y2",2.52480667956743,7.95076923076923,-2.31538461538462,1,1
"1961","rmse",0.816741350701231,8.20692307692308,-2.31538461538462,1,1
"1962","unif",3.03605287284081,8.20692307692308,-2.31538461538462,1,1
"1963","var",3.0368480715224,8.20692307692308,-2.31538461538462,1,1
"1964","y1",8.27607949365484,8.20692307692308,-2.31538461538462,1,1
"1965","y2",2.51918583389147,8.20692307692308,-2.31538461538462,1,1
"1966","rmse",0.818510415356636,8.46307692307692,-2.31538461538462,1,1
"1967","unif",3.16141776705039,8.46307692307692,-2.31538461538462,1,1
"1968","var",3.14301184023612,8.46307692307692,-2.31538461538462,1,1
"1969","y1",8.53452433527305,8.46307692307692,-2.31538461538462,1,1
"1970","y2",2.52022987370381,8.46307692307692,-2.31538461538462,1,1
"1971","rmse",0.822564303009443,8.71923076923077,-2.31538461538462,1,1
"1972","unif",3.2650131522442,8.71923076923077,-2.31538461538462,1,1
"1973","var",3.25704802811364,8.71923076923077,-2.31538461538462,1,1
"1974","y1",8.76082854848796,8.71923076923077,-2.31538461538462,1,1
"1975","y2",2.53552944935693,8.71923076923077,-2.31538461538462,1,1
"1976","rmse",0.821708849724901,8.97538461538462,-2.31538461538462,1,1
"1977","unif",3.41237673346302,8.97538461538462,-2.31538461538462,1,1
"1978","var",3.41163185146432,8.97538461538462,-2.31538461538462,1,1
"1979","y1",9.03716700718713,8.97538461538462,-2.31538461538462,1,1
"1980","y2",2.50968788703182,8.97538461538462,-2.31538461538462,1,1
"1981","rmse",0.825553498766206,9.23153846153846,-2.31538461538462,1,1
"1982","unif",3.51705142372776,9.23153846153846,-2.31538461538462,1,1
"1983","var",3.54052605537471,9.23153846153846,-2.31538461538462,1,1
"1984","y1",9.26426582648545,9.23153846153846,-2.31538461538462,1,1
"1985","y2",2.52420184014159,9.23153846153846,-2.31538461538462,1,1
"1986","rmse",0.843202089654161,9.48769230769231,-2.31538461538462,1,1
"1987","unif",3.66316629445264,9.48769230769231,-2.31538461538462,1,1
"1988","var",3.68139871322412,9.48769230769231,-2.31538461538462,1,1
"1989","y1",9.54554628978917,9.48769230769231,-2.31538461538462,1,1
"1990","y2",2.51906952179017,9.48769230769231,-2.31538461538462,1,1
"1991","rmse",0.828675254214766,9.74384615384615,-2.31538461538462,1,1
"1992","unif",3.78705750792377,9.74384615384615,-2.31538461538462,1,1
"1993","var",3.77222600801131,9.74384615384615,-2.31538461538462,1,1
"1994","y1",9.79699018897087,9.74384615384615,-2.31538461538462,1,1
"1995","y2",2.50760346329883,9.74384615384615,-2.31538461538462,1,1
"1996","rmse",0.844375587989573,10,-2.31538461538462,1,1
"1997","unif",3.89588520145637,10,-2.31538461538462,1,1
"1998","var",3.88714502199751,10,-2.31538461538462,1,1
"1999","y1",10.0440319710657,10,-2.31538461538462,1,1
"2000","y2",2.54151944289771,10,-2.31538461538462,1,1
"2001","rmse",1.040261541999,0.01,-2.57153846153846,1,1
"2002","unif",1.46609645127761,0.01,-2.57153846153846,1,1
"2003","var",1.46989924828482,0.01,-2.57153846153846,1,1
"2004","y1",1.00615818208471,0.01,-2.57153846153846,1,1
"2005","y2",2.7587773735354,0.01,-2.57153846153846,1,1
"2006","rmse",0.928640130997577,0.266153846153846,-2.57153846153846,1,1
"2007","unif",1.35888196869657,0.266153846153846,-2.57153846153846,1,1
"2008","var",1.36161124687959,0.266153846153846,-2.57153846153846,1,1
"2009","y1",1.03134775391945,0.266153846153846,-2.57153846153846,1,1
"2010","y2",2.77031773136734,0.266153846153846,-2.57153846153846,1,1
"2011","rmse",0.869875931532647,0.522307692307692,-2.57153846153846,1,1
"2012","unif",1.256700003771,0.522307692307692,-2.57153846153846,1,1
"2013","var",1.25912351244384,0.522307692307692,-2.57153846153846,1,1
"2014","y1",1.14267935918025,0.522307692307692,-2.57153846153846,1,1
"2015","y2",2.77241504711344,0.522307692307692,-2.57153846153846,1,1
"2016","rmse",0.797710469018255,0.778461538461539,-2.57153846153846,1,1
"2017","unif",1.12800358990563,0.778461538461539,-2.57153846153846,1,1
"2018","var",1.12350185170753,0.778461538461539,-2.57153846153846,1,1
"2019","y1",1.27795214556681,0.778461538461539,-2.57153846153846,1,1
"2020","y2",2.74546919242604,0.778461538461539,-2.57153846153846,1,1
"2021","rmse",0.761510819664881,1.03461538461538,-2.57153846153846,1,1
"2022","unif",1.03896414937821,1.03461538461538,-2.57153846153846,1,1
"2023","var",1.04139050661653,1.03461538461538,-2.57153846153846,1,1
"2024","y1",1.43628379958277,1.03461538461538,-2.57153846153846,1,1
"2025","y2",2.75647419812179,1.03461538461538,-2.57153846153846,1,1
"2026","rmse",0.745134878361436,1.29076923076923,-2.57153846153846,1,1
"2027","unif",0.954509758551559,1.29076923076923,-2.57153846153846,1,1
"2028","var",0.960338278935005,1.29076923076923,-2.57153846153846,1,1
"2029","y1",1.62575317561705,1.29076923076923,-2.57153846153846,1,1
"2030","y2",2.7510335122356,1.29076923076923,-2.57153846153846,1,1
"2031","rmse",0.734852160852829,1.54692307692308,-2.57153846153846,1,1
"2032","unif",0.880198374322649,1.54692307692308,-2.57153846153846,1,1
"2033","var",0.872393075009433,1.54692307692308,-2.57153846153846,1,1
"2034","y1",1.83661319968566,1.54692307692308,-2.57153846153846,1,1
"2035","y2",2.75775446118035,1.54692307692308,-2.57153846153846,1,1
"2036","rmse",0.719411675855855,1.80307692307692,-2.57153846153846,1,1
"2037","unif",0.807085321858216,1.80307692307692,-2.57153846153846,1,1
"2038","var",0.810935667160099,1.80307692307692,-2.57153846153846,1,1
"2039","y1",2.05519053340263,1.80307692307692,-2.57153846153846,1,1
"2040","y2",2.75555275458503,1.80307692307692,-2.57153846153846,1,1
"2041","rmse",0.708905295469412,2.05923076923077,-2.57153846153846,1,1
"2042","unif",0.747871321506824,2.05923076923077,-2.57153846153846,1,1
"2043","var",0.752528474305895,2.05923076923077,-2.57153846153846,1,1
"2044","y1",2.28047104764616,2.05923076923077,-2.57153846153846,1,1
"2045","y2",2.73889289531179,2.05923076923077,-2.57153846153846,1,1
"2046","rmse",0.716242225739985,2.31538461538462,-2.57153846153846,1,1
"2047","unif",0.726132701595815,2.31538461538462,-2.57153846153846,1,1
"2048","var",0.725330961475652,2.31538461538462,-2.57153846153846,1,1
"2049","y1",2.53888426416064,2.31538461538462,-2.57153846153846,1,1
"2050","y2",2.769498552971,2.31538461538462,-2.57153846153846,1,1
"2051","rmse",0.706594558325601,2.57153846153846,-2.57153846153846,1,1
"2052","unif",0.706595795072021,2.57153846153846,-2.57153846153846,1,1
"2053","var",0.706594632685773,2.57153846153846,-2.57153846153846,1,1
"2054","y1",2.75309895864721,2.57153846153846,-2.57153846153846,1,1
"2055","y2",2.75053798117365,2.57153846153846,-2.57153846153846,1,1
"2056","rmse",0.703938190668301,2.82769230769231,-2.57153846153846,1,1
"2057","unif",0.714141979720915,2.82769230769231,-2.57153846153846,1,1
"2058","var",0.715444015621296,2.82769230769231,-2.57153846153846,1,1
"2059","y1",2.99703251237783,2.82769230769231,-2.57153846153846,1,1
"2060","y2",2.76334132247807,2.82769230769231,-2.57153846153846,1,1
"2061","rmse",0.710465979057022,3.08384615384615,-2.57153846153846,1,1
"2062","unif",0.753989324259382,3.08384615384615,-2.57153846153846,1,1
"2063","var",0.753172333669134,3.08384615384615,-2.57153846153846,1,1
"2064","y1",3.24052020454862,3.08384615384615,-2.57153846153846,1,1
"2065","y2",2.74931569743545,3.08384615384615,-2.57153846153846,1,1
"2066","rmse",0.711670627087938,3.34,-2.57153846153846,1,1
"2067","unif",0.798322692791193,3.34,-2.57153846153846,1,1
"2068","var",0.80254435545284,3.34,-2.57153846153846,1,1
"2069","y1",3.47297582814784,3.34,-2.57153846153846,1,1
"2070","y2",2.76786539357214,3.34,-2.57153846153846,1,1
"2071","rmse",0.718759536229457,3.59615384615385,-2.57153846153846,1,1
"2072","unif",0.87818870428387,3.59615384615385,-2.57153846153846,1,1
"2073","var",0.878618297259168,3.59615384615385,-2.57153846153846,1,1
"2074","y1",3.74659902677884,3.59615384615385,-2.57153846153846,1,1
"2075","y2",2.76172784795689,3.59615384615385,-2.57153846153846,1,1
"2076","rmse",0.71907629102136,3.85230769230769,-2.57153846153846,1,1
"2077","unif",0.944001126372585,3.85230769230769,-2.57153846153846,1,1
"2078","var",0.947142622781561,3.85230769230769,-2.57153846153846,1,1
"2079","y1",3.96802304193903,3.85230769230769,-2.57153846153846,1,1
"2080","y2",2.77257224652477,3.85230769230769,-2.57153846153846,1,1
"2081","rmse",0.727328422788214,4.10846153846154,-2.57153846153846,1,1
"2082","unif",1.04371495945043,4.10846153846154,-2.57153846153846,1,1
"2083","var",1.04477738774563,4.10846153846154,-2.57153846153846,1,1
"2084","y1",4.23018091194297,4.10846153846154,-2.57153846153846,1,1
"2085","y2",2.76581086451,4.10846153846154,-2.57153846153846,1,1
"2086","rmse",0.726026089832884,4.36461538461538,-2.57153846153846,1,1
"2087","unif",1.12787746906101,4.36461538461538,-2.57153846153846,1,1
"2088","var",1.12969123322815,4.36461538461538,-2.57153846153846,1,1
"2089","y1",4.46401782602291,4.36461538461538,-2.57153846153846,1,1
"2090","y2",2.7733732121251,4.36461538461538,-2.57153846153846,1,1
"2091","rmse",0.742823828228851,4.62076923076923,-2.57153846153846,1,1
"2092","unif",1.2498017275354,4.62076923076923,-2.57153846153846,1,1
"2093","var",1.24690102364784,4.62076923076923,-2.57153846153846,1,1
"2094","y1",4.73171098281823,4.62076923076923,-2.57153846153846,1,1
"2095","y2",2.76264854636232,4.62076923076923,-2.57153846153846,1,1
"2096","rmse",0.743339452901567,4.87692307692308,-2.57153846153846,1,1
"2097","unif",1.35483625509048,4.87692307692308,-2.57153846153846,1,1
"2098","var",1.35107249008796,4.87692307692308,-2.57153846153846,1,1
