"","name","y_rmse","mean1","mean2","var1","var2"
"202","unif",0.592214236389749,0,0.01,1,0.41
"203","var",0.590190115701356,0,0.01,1,0.41
"204","y1",0.999609405931812,0,0.01,1,0.41
"205","y2",0.636451403342682,0,0.01,1,0.41
"206","rmse",1.38395153822042,0,50,1,0.41
"207","unif",25.0099333346804,0,50,1,0.41
"208","var",25.3583181785204,0,50,1,0.41
"209","y1",0.994857538152004,0,50,1,0.41
"210","y2",50.0035342678043,0,50,1,0.41
"211","rmse",0.563988154622297,0,0.01,1,0.43
"212","unif",0.602785497733269,0,0.01,1,0.43
"213","var",0.600060100253077,0,0.01,1,0.43
"214","y1",1.00488669481838,0,0.01,1,0.43
"215","y2",0.655453254077021,0,0.01,1,0.43
"216","rmse",1.38146784580807,0,50,1,0.43
"217","unif",25.0048277024894,0,50,1,0.43
"218","var",25.152346773678,0,50,1,0.43
"219","y1",0.99646168420023,0,50,1,0.43
"220","y2",50.0000242242874,0,50,1,0.43
"221","rmse",0.566763147214878,0,0.01,1,0.45
"222","unif",0.599843271896515,0,0.01,1,0.45
"223","var",0.597626043862314,0,0.01,1,0.45
"224","y1",0.991632866531303,0,0.01,1,0.45
"225","y2",0.669123466777033,0,0.01,1,0.45
"226","rmse",1.3911459074503,0,50,1,0.45
"227","unif",25.0171724979635,0,50,1,0.45
"228","var",25.3232703006984,0,50,1,0.45
"229","y1",0.998030517167089,0,50,1,0.45
"230","y2",50.0137876983589,0,50,1,0.45
"231","rmse",0.573751691376203,0,0.01,1,0.47
"232","unif",0.608042233065512,0,0.01,1,0.47
"233","var",0.605838453688728,0,0.01,1,0.47
"234","y1",1.01520861058517,0,0.01,1,0.47
"235","y2",0.683626005116021,0,0.01,1,0.47
"236","rmse",1.40136126588006,0,50,1,0.47
"237","unif",25.0106329023689,0,50,1,0.47
"238","var",25.3029426381939,0,50,1,0.47
"239","y1",1.01064470661367,0,50,1,0.47
"240","y2",50.0104702876081,0,50,1,0.47
"241","rmse",0.586213998472478,0,0.01,1,0.49
"242","unif",0.612025443089545,0,0.01,1,0.49
"243","var",0.610964414910097,0,0.01,1,0.49
"244","y1",0.99454059832007,0,0.01,1,0.49
"245","y2",0.706316196330661,0,0.01,1,0.49
"246","rmse",1.39482313442121,0,50,1,0.49
"247","unif",25.0115452653398,0,50,1,0.49
"248","var",25.1927285524391,0,50,1,0.49
"249","y1",1.00454779355377,0,50,1,0.49
"250","y2",50.009895367214,0,50,1,0.49
"251","rmse",0.590870396313091,0,0.01,1,0.51
"252","unif",0.61353919708946,0,0.01,1,0.51
"253","var",0.61201663424591,0,0.01,1,0.51
"254","y1",0.989699515160108,0,0.01,1,0.51
"255","y2",0.719023902194239,0,0.01,1,0.51
"256","rmse",1.39172879506765,0,50,1,0.51
"257","unif",25.0056369532076,0,50,1,0.51
"258","var",25.2167209068304,0,50,1,0.51
"259","y1",1.00908101817934,0,50,1,0.51
"260","y2",50.01131553362,0,50,1,0.51
"261","rmse",0.594970015436473,0,0.01,1,0.53
"262","unif",0.61874458955647,0,0.01,1,0.53
"263","var",0.617852600550016,0,0.01,1,0.53
"264","y1",1.00138868199691,0,0.01,1,0.53
"265","y2",0.722966517685974,0,0.01,1,0.53
"266","rmse",1.3827588907513,0,50,1,0.53
"267","unif",25.0206147620262,0,50,1,0.53
"268","var",25.1251415371211,0,50,1,0.53
"269","y1",0.990318254556829,0,50,1,0.53
"270","y2",50.0177867604593,0,50,1,0.53
"271","rmse",0.599613031690976,0,0.01,1,0.55
"272","unif",0.618113338763111,0,0.01,1,0.55
"273","var",0.616450337087077,0,0.01,1,0.55
"274","y1",0.989684327104714,0,0.01,1,0.55
"275","y2",0.743638081576789,0,0.01,1,0.55
"276","rmse",1.38405690479194,0,50,1,0.55
"277","unif",25.0119865771435,0,50,1,0.55
"278","var",25.1898380715627,0,50,1,0.55
"279","y1",0.995967211464695,0,50,1,0.55
"280","y2",50.0096534884412,0,50,1,0.55
"281","rmse",0.610276056799609,0,0.01,1,0.57
"282","unif",0.626562408931677,0,0.01,1,0.57
"283","var",0.625957946040152,0,0.01,1,0.57
"284","y1",0.99638155875103,0,0.01,1,0.57
"285","y2",0.763789707813615,0,0.01,1,0.57
"286","rmse",1.3761027386868,0,50,1,0.57
"287","unif",25.010698248732,0,50,1,0.57
"288","var",25.1035330006097,0,50,1,0.57
"289","y1",0.991843138657754,0,50,1,0.57
"290","y2",50.0105486446525,0,50,1,0.57
"291","rmse",0.61262556446014,0,0.01,1,0.59
"292","unif",0.630171284337051,0,0.01,1,0.59
"293","var",0.629082082380496,0,0.01,1,0.59
"294","y1",1.0018095194671,0,0.01,1,0.59
"295","y2",0.760094400420863,0,0.01,1,0.59
"296","rmse",1.36968252853245,0,50,1,0.59
"297","unif",25.0054099807178,0,50,1,0.59
"298","var",25.0965683149566,0,50,1,0.59
"299","y1",0.988742202719559,0,50,1,0.59
"300","y2",50.0032027889844,0,50,1,0.59
"301","rmse",0.624065843068232,0,0.01,1,0.61
"302","unif",0.638586087586808,0,0.01,1,0.61
"303","var",0.637322893604309,0,0.01,1,0.61
"304","y1",1.00500869039768,0,0.01,1,0.61
"305","y2",0.783497137947828,0,0.01,1,0.61
"306","rmse",1.36754994327796,0,50,1,0.61
"307","unif",24.9976188952573,0,50,1,0.61
"308","var",25.172437363215,0,50,1,0.61
"309","y1",0.994994958389466,0,50,1,0.61
"310","y2",50.0027596307102,0,50,1,0.61
"311","rmse",0.630003431353068,0,0.01,1,0.63
"312","unif",0.643918314118191,0,0.01,1,0.63
"313","var",0.643620325477632,0,0.01,1,0.63
"314","y1",1.01921953228156,0,0.01,1,0.63
"315","y2",0.800800909522013,0,0.01,1,0.63
"316","rmse",1.39726735930739,0,50,1,0.63
"317","unif",25.0072720703113,0,50,1,0.63
"318","var",25.1643638392148,0,50,1,0.63
"319","y1",1.0039108266588,0,50,1,0.63
"320","y2",49.9965620341989,0,50,1,0.63
"321","rmse",0.629205346824503,0,0.01,1,0.65
"322","unif",0.640574876375555,0,0.01,1,0.65
"323","var",0.640529553405545,0,0.01,1,0.65
"324","y1",1.00300781673503,0,0.01,1,0.65
"325","y2",0.806117657463582,0,0.01,1,0.65
"326","rmse",1.38626484892268,0,50,1,0.65
"327","unif",25.015045748883,0,50,1,0.65
"328","var",25.0869146073423,0,50,1,0.65
"329","y1",0.991002957295719,0,50,1,0.65
"330","y2",50.0028797758877,0,50,1,0.65
"331","rmse",0.639819352290557,0,0.01,1,0.67
"332","unif",0.647449414598372,0,0.01,1,0.67
"333","var",0.647157057336726,0,0.01,1,0.67
"334","y1",0.991446289356717,0,0.01,1,0.67
"335","y2",0.829487352886854,0,0.01,1,0.67
"336","rmse",1.38886774997168,0,50,1,0.67
"337","unif",25.0080483284863,0,50,1,0.67
"338","var",25.2075370872708,0,50,1,0.67
"339","y1",0.997197898248755,0,50,1,0.67
"340","y2",49.9972005775926,0,50,1,0.67
"341","rmse",0.640596896096937,0,0.01,1,0.69
"342","unif",0.64761072509659,0,0.01,1,0.69
"343","var",0.64702750372835,0,0.01,1,0.69
"344","y1",0.985475077041152,0,0.01,1,0.69
"345","y2",0.830330188923678,0,0.01,1,0.69
"346","rmse",1.38838092424473,0,50,1,0.69
"347","unif",25.0140479065336,0,50,1,0.69
"348","var",25.0819393944039,0,50,1,0.69
"349","y1",1.0040255080846,0,50,1,0.69
"350","y2",50.0231881249667,0,50,1,0.69
"351","rmse",0.649837345082225,0,0.01,1,0.71
"352","unif",0.657601099053675,0,0.01,1,0.71
"353","var",0.656954935146097,0,0.01,1,0.71
"354","y1",1.00529911242499,0,0.01,1,0.71
"355","y2",0.840753990513645,0,0.01,1,0.71
"356","rmse",1.38591151992959,0,50,1,0.71
"357","unif",25.015040223113,0,50,1,0.71
"358","var",25.0659701310557,0,50,1,0.71
"359","y1",0.994930411929177,0,50,1,0.71
"360","y2",50.0110603601427,0,50,1,0.71
"361","rmse",0.656215311772736,0,0.01,1,0.73
"362","unif",0.661884090253112,0,0.01,1,0.73
"363","var",0.661285469993225,0,0.01,1,0.73
"364","y1",0.999015020915012,0,0.01,1,0.73
"365","y2",0.857970491238256,0,0.01,1,0.73
"366","rmse",1.37912033269322,0,50,1,0.73
"367","unif",25.0038275604052,0,50,1,0.73
"368","var",25.0307747597742,0,50,1,0.73
"369","y1",0.995269215566806,0,50,1,0.73
"370","y2",49.9990937832273,0,50,1,0.73
"371","rmse",0.651903193176551,0,0.01,1,0.75
"372","unif",0.658428685906451,0,0.01,1,0.75
"373","var",0.658098354610907,0,0.01,1,0.75
"374","y1",1.00555216650473,0,0.01,1,0.75
"375","y2",0.854284047358672,0,0.01,1,0.75
"376","rmse",1.36543352755402,0,50,1,0.75
"377","unif",25.0130084512756,0,50,1,0.75
"378","var",25.2051789070205,0,50,1,0.75
"379","y1",0.984483636433079,0,50,1,0.75
"380","y2",50.0162729080822,0,50,1,0.75
"381","rmse",0.659315060416568,0,0.01,1,0.77
"382","unif",0.662966917393536,0,0.01,1,0.77
"383","var",0.662660706787434,0,0.01,1,0.77
"384","y1",0.992751979665293,0,0.01,1,0.77
"385","y2",0.87920163577609,0,0.01,1,0.77
"386","rmse",1.37388393369727,0,50,1,0.77
"387","unif",25.0103736161642,0,50,1,0.77
"388","var",25.120233906588,0,50,1,0.77
"389","y1",0.994982764978634,0,50,1,0.77
"390","y2",50.0191843526956,0,50,1,0.77
"391","rmse",0.669707968828018,0,0.01,1,0.79
"392","unif",0.672480787990661,0,0.01,1,0.79
"393","var",0.672497802845041,0,0.01,1,0.79
"394","y1",0.998099436133804,0,0.01,1,0.79
"395","y2",0.898482686229776,0,0.01,1,0.79
"396","rmse",1.39959768892484,0,50,1,0.79
"397","unif",25.0235867982366,0,50,1,0.79
"398","var",25.1717710872273,0,50,1,0.79
"399","y1",1.00068831948468,0,50,1,0.79
"400","y2",50.0195426399522,0,50,1,0.79
"401","rmse",0.67256513702156,0,0.01,1,0.81
"402","unif",0.674928122208511,0,0.01,1,0.81
"403","var",0.67446448818718,0,0.01,1,0.81
"404","y1",0.995819382820569,0,0.01,1,0.81
"405","y2",0.903753340742223,0,0.01,1,0.81
"406","rmse",1.38820226180071,0,50,1,0.81
"407","unif",25.0060707831435,0,50,1,0.81
"408","var",25.1259795086221,0,50,1,0.81
"409","y1",1.00049874013618,0,50,1,0.81
"410","y2",50.0006321166662,0,50,1,0.81
"411","rmse",0.684445670754596,0,0.01,1,0.83
"412","unif",0.68681934160932,0,0.01,1,0.83
"413","var",0.686742685553666,0,0.01,1,0.83
"414","y1",1.01193217447565,0,0.01,1,0.83
"415","y2",0.918884683853395,0,0.01,1,0.83
"416","rmse",1.38724628910679,0,50,1,0.83
"417","unif",25.0010493216021,0,50,1,0.83
"418","var",25.0598441836839,0,50,1,0.83
"419","y1",1.00404717334967,0,50,1,0.83
"420","y2",49.9988406430655,0,50,1,0.83
"421","rmse",0.676555875459921,0,0.01,1,0.85
"422","unif",0.677727175048051,0,0.01,1,0.85
"423","var",0.677682380960948,0,0.01,1,0.85
"424","y1",0.988548132560125,0,0.01,1,0.85
"425","y2",0.923538829398556,0,0.01,1,0.85
"426","rmse",1.36956156997504,0,50,1,0.85
"427","unif",25.0013096915148,0,50,1,0.85
"428","var",25.0138637463543,0,50,1,0.85
"429","y1",1.00179045570618,0,50,1,0.85
"430","y2",50.0203337096336,0,50,1,0.85
"431","rmse",0.680635747745976,0,0.01,1,0.87
"432","unif",0.68269617181784,0,0.01,1,0.87
"433","var",0.682474930753139,0,0.01,1,0.87
"434","y1",1.00307157737633,0,0.01,1,0.87
"435","y2",0.916633177459903,0,0.01,1,0.87
"436","rmse",1.39337871831989,0,50,1,0.87
"437","unif",25.0146061458835,0,50,1,0.87
"438","var",25.0091787811922,0,50,1,0.87
"439","y1",1.00140393283132,0,50,1,0.87
"440","y2",50.011992895976,0,50,1,0.87
"441","rmse",0.685955702372079,0,0.01,1,0.89
"442","unif",0.687471613350565,0,0.01,1,0.89
"443","var",0.687314044033158,0,0.01,1,0.89
"444","y1",1.01155277519017,0,0.01,1,0.89
"445","y2",0.936953109041502,0,0.01,1,0.89
"446","rmse",1.36228902703587,0,50,1,0.89
"447","unif",25.0006829565134,0,50,1,0.89
"448","var",25.0754518237106,0,50,1,0.89
"449","y1",0.987533264590091,0,50,1,0.89
"450","y2",50.0020359210531,0,50,1,0.89
"451","rmse",0.698535110501913,0,0.01,1,0.91
"452","unif",0.699244751374843,0,0.01,1,0.91
"453","var",0.699108308886102,0,0.01,1,0.91
"454","y1",1.01188467145938,0,0.01,1,0.91
"455","y2",0.960489124552169,0,0.01,1,0.91
"456","rmse",1.39015396972298,0,50,1,0.91
"457","unif",25.0053395132997,0,50,1,0.91
"458","var",25.1003361302781,0,50,1,0.91
"459","y1",1.00933283369616,0,50,1,0.91
"460","y2",50.0134676642073,0,50,1,0.91
"461","rmse",0.696507602472651,0,0.01,1,0.93
"462","unif",0.697064207334264,0,0.01,1,0.93
"463","var",0.69695353042744,0,0.01,1,0.93
"464","y1",1.00290798420996,0,0.01,1,0.93
"465","y2",0.957506143489533,0,0.01,1,0.93
"466","rmse",1.40754706742945,0,50,1,0.93
"467","unif",25.0273487053222,0,50,1,0.93
"468","var",24.9869377441505,0,50,1,0.93
"469","y1",1.01152087900861,0,50,1,0.93
"470","y2",50.0366905121288,0,50,1,0.93
"471","rmse",0.695308816217222,0,0.01,1,0.95
"472","unif",0.695592268647005,0,0.01,1,0.95
"473","var",0.695577599333273,0,0.01,1,0.95
"474","y1",1.00546596385935,0,0.01,1,0.95
"475","y2",0.972978426115101,0,0.01,1,0.95
"476","rmse",1.40068453854401,0,50,1,0.95
"477","unif",25.0122350216421,0,50,1,0.95
"478","var",25.0051629450875,0,50,1,0.95
"479","y1",1.00878694818706,0,50,1,0.95
"480","y2",50.0110451592693,0,50,1,0.95
"481","rmse",0.700756857210149,0,0.01,1,0.97
"482","unif",0.700886888858768,0,0.01,1,0.97
"483","var",0.700834286188238,0,0.01,1,0.97
"484","y1",0.998461927242691,0,0.01,1,0.97
"485","y2",0.976443039612695,0,0.01,1,0.97
"486","rmse",1.37277943358573,0,50,1,0.97
"487","unif",24.9874832756935,0,50,1,0.97
"488","var",25.1309576575697,0,50,1,0.97
"489","y1",1.0000567955183,0,50,1,0.97
"490","y2",49.9847328009856,0,50,1,0.97
"491","rmse",0.697372206794985,0,0.01,1,0.99
"492","unif",0.697435088769559,0,0.01,1,0.99
"493","var",0.697431822354574,0,0.01,1,0.99
"494","y1",0.998894899098887,0,0.01,1,0.99
"495","y2",0.983575907186771,0,0.01,1,0.99
"496","rmse",1.37691527005557,0,50,1,0.99
"497","unif",24.9960680540269,0,50,1,0.99
"498","var",24.9009504959087,0,50,1,0.99
"499","y1",0.994691628194742,0,50,1,0.99
"500","y2",49.9856182492916,0,50,1,0.99
"501","rmse",0.709255211979759,0,0.01,1,1
"502","unif",0.709346494894371,0,0.01,1,1
"503","var",0.709369595250167,0,0.01,1,1
"504","y1",1.00823814992319,0,0.01,1,1
"505","y2",0.989680986288344,0,0.01,1,1
"506","rmse",1.39630026192597,0,50,1,1
"507","unif",25.0251003483369,0,50,1,1
"508","var",24.9585943939362,0,50,1,1
"509","y1",1.00076484194991,0,50,1,1
"510","y2",50.0275172549963,0,50,1,1
"511","rmse",0.832400883836863,0,0.01,1,2.1123595505618
"512","unif",0.87277461841372,0,0.01,1,2.1123595505618
"513","var",0.869183118966477,0,0.01,1,2.1123595505618
"514","y1",1.00575746487761,0,0.01,1,2.1123595505618
"515","y2",1.43720550428414,0,0.01,1,2.1123595505618
"516","rmse",1.40249712644475,0,50,1,2.1123595505618
"517","unif",25.0235147828426,0,50,1,2.1123595505618
"518","var",24.6554915288041,0,50,1,2.1123595505618
"519","y1",1.00874775275336,0,50,1,2.1123595505618
"520","y2",50.0309281887065,0,50,1,2.1123595505618
"521","rmse",0.914839911818241,0,0.01,1,3.2247191011236
"522","unif",1.03979176589239,0,0.01,1,3.2247191011236
"523","var",1.02118434348413,0,0.01,1,3.2247191011236
"524","y1",0.99606983091452,0,0.01,1,3.2247191011236
"525","y2",1.81312149889208,0,0.01,1,3.2247191011236
"526","rmse",1.37767351538394,0,50,1,3.2247191011236
"527","unif",25.0307968017253,0,50,1,3.2247191011236
"528","var",24.2453125285567,0,50,1,3.2247191011236
"529","y1",0.989089430419794,0,50,1,3.2247191011236
"530","y2",50.0431497083246,0,50,1,3.2247191011236
"531","rmse",0.960160356887839,0,0.01,1,4.33707865168539
"532","unif",1.16281306735735,0,0.01,1,4.33707865168539
"533","var",1.12919312034813,0,0.01,1,4.33707865168539
"534","y1",1.00639221418686,0,0.01,1,4.33707865168539
"535","y2",2.1011137411627,0,0.01,1,4.33707865168539
"536","rmse",1.38967977576293,0,50,1,4.33707865168539
"537","unif",25.0149387421898,0,50,1,4.33707865168539
"538","var",23.8098414160614,0,50,1,4.33707865168539
"539","y1",1.0006510107032,0,50,1,4.33707865168539
"540","y2",50.0165461724169,0,50,1,4.33707865168539
"541","rmse",0.988447547241789,0,0.01,1,5.44943820224719
"542","unif",1.26589875983126,0,0.01,1,5.44943820224719
"543","var",1.21695120555644,0,0.01,1,5.44943820224719
"544","y1",1.00142910018821,0,0.01,1,5.44943820224719
"545","y2",2.32933028555754,0,0.01,1,5.44943820224719
"546","rmse",1.37722416252552,0,50,1,5.44943820224719
"547","unif",25.032822421268,0,50,1,5.44943820224719
"548","var",23.6322842118865,0,50,1,5.44943820224719
"549","y1",0.990519696325232,0,50,1,5.44943820224719
"550","y2",50.0506437707108,0,50,1,5.44943820224719
"551","rmse",1.01599354298817,0,0.01,1,6.56179775280899
"552","unif",1.37372071418055,0,0.01,1,6.56179775280899
